x-axis,1,2
second,Volt,Volt
-44.400000E-03,,
-44.392000E-03,,
-44.384000E-03,,
-44.376000E-03,-110.804018E-03,-3.070477353E+00
-44.368000E-03,-110.804018E-03,-3.070477353E+00
-44.360000E-03,-75.628139E-03,-3.105653232E+00
-44.352000E-03,-70.603013E-03,-3.072989916E+00
-44.344000E-03,-70.603013E-03,-3.070477353E+00
-44.336000E-03,-105.778892E-03,-3.070477353E+00
-44.328000E-03,-110.804018E-03,-3.070477353E+00
-44.320000E-03,-110.804018E-03,-3.070477353E+00
-44.312000E-03,-110.804018E-03,-3.070477353E+00
-44.304000E-03,-73.115576E-03,-3.070477353E+00
-44.296000E-03,-105.778892E-03,-3.070477353E+00
-44.288000E-03,-110.804018E-03,-3.105653232E+00
-44.280000E-03,-73.115576E-03,-3.072989916E+00
-44.272000E-03,-105.778892E-03,-3.070477353E+00
-44.264000E-03,-73.115576E-03,-3.070477353E+00
-44.256000E-03,-105.778892E-03,-3.070477353E+00
-44.248000E-03,-110.804018E-03,-3.070477353E+00
-44.240000E-03,-110.804018E-03,-3.070477353E+00
-44.232000E-03,-73.115576E-03,-3.070477353E+00
-44.224000E-03,-105.778892E-03,-3.105653232E+00
-44.216000E-03,-73.115576E-03,-3.110678358E+00
-44.208000E-03,-105.778892E-03,-3.072989916E+00
-44.200000E-03,-110.804018E-03,-3.105653232E+00
-44.192000E-03,-73.115576E-03,-3.072989916E+00
-44.184000E-03,-105.778892E-03,-3.070477353E+00
-44.176000E-03,-110.804018E-03,-3.070477353E+00
-44.168000E-03,-110.804018E-03,-3.070477353E+00
-44.160000E-03,-73.115576E-03,-3.070477353E+00
-44.152000E-03,-105.778892E-03,-3.070477353E+00
-44.144000E-03,-110.804018E-03,-3.105653232E+00
-44.136000E-03,-73.115576E-03,-3.072989916E+00
-44.128000E-03,-105.778892E-03,-3.105653232E+00
-44.120000E-03,-73.115576E-03,-3.072989916E+00
-44.112000E-03,-105.778892E-03,-3.070477353E+00
-44.104000E-03,-73.115576E-03,-3.070477353E+00
-44.096000E-03,-70.603013E-03,-3.070477353E+00
-44.088000E-03,-70.603013E-03,-3.032788912E+00
-44.080000E-03,-70.603013E-03,-3.065452228E+00
-44.072000E-03,-105.778892E-03,-3.070477353E+00
-44.064000E-03,-110.804018E-03,-3.070477353E+00
-44.056000E-03,-73.115576E-03,-3.105653232E+00
-44.048000E-03,-70.603013E-03,-3.110678358E+00
-44.040000E-03,-105.778892E-03,-3.110678358E+00
-44.032000E-03,-37.939697E-03,-3.072989916E+00
